names,P_46,P_45,P_44,P_42,P_38,P_37,P_35,P_33,P_32,P_30,P_29,P_28,P_27,P_26,P_25,P_23,P_22,P_21,P_20,P_19,P_18,P_17,P_16,P_15,P_9,P_8,P_6,P_5,P_4,P_2,P_1,NOP_31,NOP_30,NOP_29,NOP_28,NOP_27,NOP_24,NOP_23,NOP_22,NOP_21,NOP_20,NOP_19,NOP_18,NOP_17,NOP_15,NOP_14,NOP_13,NOP_12,NOP_11,NOP_10,NOP_8,NOP_7,NOP_6,NOP_2,NOP_1
Eubacterium_eligens,0.23369,0,0.04462,0.00644,0.02235,0.01657,0,0.09632,0,0.01672,0,0,0,0.06497,0.12028,0,0.00725,0,1.32074,0,0.04649,0,0,0,0.01321,0.01105,0,0,0.28882,0.201,0,0,0.05187,0,0.38151,0,0,0,0,0,0.63812,0.00398,0,0.00049,0,0.09083,0,0,0,0.00335,0.0058,0.10983,0.1697,0.01307,0.01758
Eubacterium_hallii,9.72014,2.29443,0.10547,0,20.96537,0.92493,2.96575,0,0.43879,5.37904,0,5.54696,0,6.05872,0.66496,3.54913,4.83342,0.00046,6.77886,1.15829,3.84639,8.32367,4.35162,0.98184,5.7724,0.98794,0.07502,5.10253,3.46678,3.72914,2.30933,8.73381,1.86765,9.9156,9.91887,0,12.03868,1.50595,0.13224,0.145,1.68506,6.05157,2.04539,0.67242,1.85779,0,0.55239,5.43556,0.12664,0.3478,0.49145,0.1119,22.95606,0.39481,0.9778
Eubacterium_limosum,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0913,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00777,0,0,0,0,0.00011,0,0,0,0,0,0.00716,0.07051,0,0
Eubacterium_ramulus,2.99816,0.29104,0.0305,0,0.85838,0.98901,0.05341,0,0,0.62642,0,0.13996,0,0.38057,0.13696,0.30013,1.24507,0,0.74444,0.31494,0.11146,0.54106,0.08722,0.17759,0.07101,0.11167,0,0.68009,0.28474,0.04312,0.18819,0.06089,0.04885,0.91726,0.13622,0,0.19206,0,0.21231,0.19023,0,0.01682,0.16949,0.08053,0.22319,0,0.09577,0.77025,0,0.12393,0.28275,0.06279,0.18498,0.04291,0.37162
Eubacterium_sp_CAG_180,0,0,0.94475,0,0,0,0,0,0,1.27227,0.12604,2.78156,0,0,0,0.19562,0,0,0,0.00138,7.21253,0,0,0,0,0.00755,0,0,0.00298,18.5178,0.0348,0,0,0,24.6035,0,0.01459,0,0,0,0,6.23612,4.94225,7.97393,0,0,1.85972,1.6465,0,22.46987,0,0,27.48653,0,0
Eubacterium_sp_CAG_251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06124,0,0,0,0,0,0.00592,1.78781,0,0,0,0,0,4.44862,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.85913,0,0.00407,0.02749,0,0,0.00238,0,0
Eubacterium_sp_CAG_274,0.51802,0.04681,0,0.00108,0.46894,0,0.00368,0.0486,0,0.34533,0.04223,0.19858,0,0,0.22636,0.02137,0,0,0,0.39596,0,0,0.02663,0.00163,0.00124,0,0.05207,9.20675,0.01166,0,0,0,0.01471,0.25295,0,0,0.13265,0,0.07909,0.0579,0,0.55683,0.77826,0.80824,0,0,0,0,0,0,0,0.05919,0,0,0.40889
Eubacterium_sp_CAG_38,0.28481,0.00133,0,0.03334,0,0,0,0,0,0,0,0.00177,0,0,0,0,0.04627,0.02862,0,0.01415,0,0.68527,0.01822,0.00107,0,0,0.44814,0,0,0,1.3516,0.06828,0,0.00336,0.00791,0.08093,0.04172,0.01693,0.01799,0.02287,0,0.00591,0.00116,0.53991,0.00025,0,0,0,0,0,0,0,0,0.00837,0.0792
Eubacterium_sp_OM08_24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eubacterium_ventriosum,1.17746,0.01357,0.00029,0.04331,0.09228,0.00212,0.35126,0,0,0.14279,0,0,0,0,0.19609,0.00371,0.05743,0,0,0,0.00055,0.61939,0.22212,0,0.08331,0,0.03923,0.00708,0.46479,0.00481,0.00023,0.0446,0.18377,0,0.165,0,0.00956,0,0,0,0,0.01492,0.215,0.4576,0.00659,0.01948,0.00423,0,0.00827,1.27638,0,0,0.00114,0,0.06617
Anaerostipes_caccae,0,0,0,0,0,0,0,0.04005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00169,0,0.0242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Anaerostipes_hadrus,7.16887,4.65666,0.10132,0,7.98642,2.86997,0.85078,0,0.39081,10.54636,39.48282,5.07888,0,1.18403,5.32335,0.85382,4.06736,0.00072,6.66935,3.44289,5.91359,5.72709,4.63903,0.67396,1.14016,5.24652,7.19829,9.63775,0.27362,0.13168,6.22038,1.16239,0.45116,3.60772,3.36137,0,0.67768,2.69041,0.57248,0.55193,4.31728,10.7997,1.17458,1.65544,6.40112,2.78619,1.14881,1.9978,0.05022,1.33712,0.19114,0.96474,4.70136,0.18091,19.40306
Anaerotignum_lactatifermentans,0,0.02878,0,0,0,0,0,0,0,0,0,0,0,0.18006,0,0,0,0,0,0,1.00759,0,0,0.08959,0,0,0.00333,0,0,0,0,0.00316,0,0,0,0,0,0,0,0,0.0447,0,0,0,0,0,0,0,0,0,0.07422,0,0,0.36126,0
Blautia_coccoides,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01331,0,0,0,0,0,0,0,0,0.00455,0,0,0,0,0,0,0,0,0,0.08952,0,0,0,0,0,0.02002,0,0,0
Blautia_hansenii,0.46276,0,0,0,0,0,0,0,0,0,3.57304,0,0,0,0,0,0,0,0.66567,0,0,0,0,0.0264,0,0.16894,0.35805,0.00762,0,0,0.64926,0,0,0,0,0,0,0.15549,1.01309,0.92388,0,0,0,0,0,0.12942,0,0.10394,0,0,0,0,0,0,0
Blautia_hydrogenotrophica,0,0,0,0,0.00701,0,0,0,0,0.04316,0,0.05325,0,0,0,0,0,0,0,0,0,0,0.12664,0.02366,0.19839,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06716,0.00465,0,0,0,0,0
Blautia_obeum,0.31228,0.95783,0.05992,0.66514,0.36543,0.77059,0.71016,0,0.18247,0.38256,0.25475,0.32749,0,0.11353,0.15639,0.79455,1.70894,6.48479,0.9891,0.27134,1.33164,0.50843,0.72588,0,5.57982,0.15509,0,0.08477,0.63967,1.7908,1.98838,2.39503,1.64253,1.20328,0.31163,0,1.19548,0,0.13088,0.12541,0.03959,0.57373,3.55761,0.19358,2.21394,0,0.2364,0.3072,0.00696,0.12994,0.52966,0.34574,0.24195,0.19234,4.33707
Blautia_producta,0,0,0,0,0,0,0,0,0,0,0.02519,0,0,0,0,0,0,0.00404,0,0,0.0012,0,0,0,0,0.06838,0.06914,0,0,0,0.00468,0,0,0.00623,0,0,0,0,0,0,0.03519,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Blautia_sp_CAG_257,0.00679,0.00262,0,0,0,0,0,0,0,0,9.44588,0,0,0.03107,0,0,0,0,0,0,0.0039,0,0,0.34419,0,0.72142,1.64937,0.07358,0,0,0,0.02421,0,0.19207,0,0,0,0,0,0,0,0,0,0,0,0.34794,0,0.00978,0.00219,0,0,0,0,0,0
Blautia_wexlerae,2.17576,2.88546,0.04215,10.71337,0.44291,0.88726,1.30243,0.00758,0.08353,1.14816,7.23153,0.50229,2.27966,1.9513,0.09506,0.35791,0.43818,0,1.50121,0.7742,1.98934,1.0912,0.8355,1.48379,0.10785,1.50967,6.27085,2.10293,1.80893,0.69139,0.63117,1.89474,0.72901,8.32759,0.49527,27.01323,1.26352,2.42709,0.05107,0.05421,0.4548,0.52173,0.65031,0.44743,1.50824,7.26946,0.06677,0.58045,0.14347,0.0766,0.38935,0.20063,2.64482,0.29725,0.49284
Ruminococcus_gnavus,0.16821,5.13805,0,2.30345,1.28103,0.51271,0.1316,5.21814,1.60682,0.01093,19.60289,0.06808,5.40767,0.23628,0,1.56769,0.28071,5.0005,4.9039,1.07404,0.03001,0.01986,0.47858,0.61295,0.00582,1.27736,1.92591,4.92146,0.00237,0.00472,14.14839,0.03537,0,2.12696,0.00114,2.28892,0,0.64427,1.71105,1.69668,1.55568,0.01522,0.00413,0.00263,0.69818,1.80329,0.49077,0.94007,9.08749,0.00879,9.71963,0.87375,1.10884,0.04781,0.16955
Ruminococcus_torques,12.23281,0,1.48631,0,2.63623,1.42159,0,0,0.94922,0.80374,0,0.66768,0.00443,0.00862,1.21933,3.31098,7.47713,0,11.49916,2.71884,0.00871,2.64593,0.34423,0,1.86008,0.00192,4.6406,0.00639,3.34735,2.10715,0.27342,0.75325,1.83909,3.99773,5.05185,0,2.01416,0,3.0686,3.00901,2.84092,0.53785,2.26853,1.20238,14.80011,0.01048,2.54177,4.72007,0.32693,1.17527,6.91063,0,5.63325,0,10.73036
Coprococcus_catus,0,0.24097,0.04913,0,0.29647,0.16703,0.09281,0,0.04199,0,0,0.11359,0,0.66139,0.11094,0.35072,0.17862,0,0,0,0,0.07161,0.04327,0,0,0.06635,0,0.37907,0.3426,0.02706,0.28155,0.81311,0.29478,0.27866,0.15343,0,0,0.04729,0.01155,0.01191,0,0.0015,0.05854,0.1351,0.09311,0,0.02895,0.67985,0,0.25723,0.26465,0,0.19024,0.26345,0
Coprococcus_comes,0.48943,0,0.27238,0,0.77704,3.88579,1.06402,0,0.44104,1.56412,0,0.14457,0,1.57732,0.46274,0.55637,2.61567,0,0.72779,0,0,0.95075,0.83567,0,0.87425,0.85169,0.46161,0.31477,0.76552,0.14147,0,0,0.41604,1.17816,0.91691,0,0.29983,0.76959,3.02458,2.84012,1.29519,0.57055,0.59631,0.12087,3.50428,0,1.02147,1.43844,0.24124,0.75823,0.48512,0.2853,0.52984,0.1916,1.10358
Coprococcus_eutactus,0,0,0.00333,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.00508,0,0.0018,0,0,0,0,0,2.4356,0,0,0,0,0,0,1.34948,0,0,0,0,0
Dorea_formicigenerans,1.59342,3.04744,0.27036,0.36353,0.25286,0.8244,1.50652,0,0.31425,1.25063,0,1.28753,0,0.69267,0.12276,3.49988,1.01134,0.61071,1.22969,0.73539,2.42795,1.94997,3.38415,0,1.91765,0.49014,0.4094,0.652,1.12502,0.08473,1.70196,1.92921,0.61047,0.73909,2.10548,0,6.7021,0,0.19257,0.17744,0,0.30877,0.22385,0.22857,1.55204,0,0.2614,3.44285,0.02776,0.43247,0.93188,0,1.27804,0.05406,0.2215
Dorea_longicatena,8.32497,2.00567,0.49535,0,19.28752,13.6893,7.02785,0.00206,1.79603,3.92628,0,1.85117,0,9.7607,1.25984,9.91325,4.29719,0,2.85098,3.26753,0.12072,1.0475,6.47447,1.48718,3.58681,1.43236,1.5979,2.91113,3.57377,1.8699,1.29791,2.8563,3.94758,3.56632,5.47341,3.37475,2.00667,0,0.64011,0.61615,0,1.00945,1.15635,0.21189,2.94955,0.5273,0.70679,2.72155,0.46798,1.75224,1.7978,0,1.57653,0,1.0583
Dorea_sp_CAG_317,0,0,0,0.08073,0.02387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00999,0.02649,0,0,0,0,0,0,0.01627,0,0,0,0,0.20765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eisenbergiella_massiliensis,0,0.00274,0,0,0,0,0,0,0,0,0.04841,0,0,0,0,0,0.00148,0,0,0,0,0,0,0.57689,0,0,0.27079,0,0.00056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01197,0,0,0.76943,0.08335,0
Eisenbergiella_tayi,0,0,0,0,0,0,0.18736,0,0,0,0,0,0,0.05903,0,0,0,0,0,0,0.00061,0,1.30566,0,0,0,0,0,0.07701,0.02876,0.00116,0,0,0,0,0,0.01159,0,0,0,0,0.00429,0,0,0,0,0,0,0,0,0,0.01187,0.74512,0.11589,0
Faecalicatena_orotica,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01718,0,0
Fusicatenibacter_saccharivorans,8.42175,6.71458,0.23595,6.62712,4.8516,0.77129,0.88679,3.58376,0.03034,4.35552,0,1.60781,13.47098,0,0.92729,0.33164,2.08197,1.50736,0,1.36541,6.23883,3.19541,1.80866,0.70616,2.76748,6.28216,3.91931,3.69931,4.62407,6.10574,0.80205,17.68561,2.5447,6.68035,0.94502,0,3.29043,5.03661,1.35392,1.37497,2.35046,0.28622,2.6136,2.72069,1.91736,0,0.2901,7.3195,0.12492,3.38403,3.99974,0,0.18364,0.0594,3.82441
Lachnoanaerobaculum_saburreum,0,0,0,0,0,0,0,0,0,0,0.00146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Clostridium_aldenense,0,0,0,0,0.0005,0,0,0,0,0,0.00292,0,0.32693,0.00069,0,0,0,0,0,0,0.00196,0,0,0,0,0,0.02874,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01135,0,0,0,0,0,0,0,0,0,0,0.00229,0.00086,0.0032,0
Clostridium_asparagiforme,0,0,0,0,0.00716,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05329,0.00499,0,0,0,0,0,0.03855,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00623,0.00379,0,0,0,0,0
Clostridium_bolteae,0.01804,0.01862,0,0,0.03822,0,0.02818,0.02119,0.00168,0,0.05903,0.00193,16.45036,0.00169,0.02227,0.06367,0,0,0.00706,0.0096,0.03045,0.02349,0,0.16819,0.01064,0.01209,0.12704,0.00488,0.01183,0.00864,0,0,0,0,0,0.2093,0,0,0,0,0.03149,0.00128,0.00437,0.00261,0,0,0.04097,0,0.06034,0.01817,0.0014,0.00786,0.00349,0.03895,0.03717
Clostridium_citroniae,0,0,0,0,0.00099,0,0,0,0,0,0,0,0.5489,0,0.00448,0.00225,0,0,0.05815,0.02426,0.00181,0,0,0,0.00163,0.0075,0.01055,0,0,0.00314,0,0,0,0,0,0.04468,0,0,0,0,0,0,0,0.00289,0,0,0,0,0,0,0,0.0032,0.00089,0,0
Clostridium_clostridioforme,0.00076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01464,0.03167,0,0,0.00053,0,0,0.0437,0,0,0,0,0,0,0,0,0,0,0,0,0,0.22986,0,0,0,0,0.01801,0,0,0,0,0,0,0,0,0
Clostridium_hylemonae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00644,0,0,0,0,0,0,0,0,0,0,0.00421,0,0,0
Clostridium_lavalense,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00706,0,0
Clostridium_saccharolyticum,0,0,0.00103,0,0,0,0,0,0,0,0.01101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Clostridium_scindens,0,0,0,0,0,0.00022,0,0,0,0,0,0,0.02141,0,0,0,0,0,0,0,0,0,0,0,0,0.00237,0.00432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00098,0,0,0,0.00675,0,0,0,0,0,0.00112,0,0.02792,0
Clostridium_symbiosum,0,0,0,0,0,0,0,0,0.11154,0,0,0,0.00207,0,0,0.00089,0,0.00077,0,0,0.12714,0,0,0.10195,0,0.00524,0.02252,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01879,0,0,0,0,0.00551,0.00892,0,0.05024,0.00026,0.06547,0.03954,0,0.02171,0
Lachnoclostridium_sp_An118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01649,0,0,0
Lachnoclostridium_sp_An138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eubacterium_rectale,0,2.50112,0.05737,4.86855,0.20878,0.4893,0.53998,0,0.13038,2.84762,0,15.19204,0,0,0.00273,1.33781,0.38615,0.00406,5.38953,16.76691,0.2427,0.61175,17.39319,5.40746,22.39573,0.04982,0.00106,12.80111,0.14956,15.04729,15.78777,3.12596,8.79817,0,2.26657,0,7.05248,0.11321,0.20198,0.21316,4.93828,0.03815,6.42282,0.02178,4.51412,0.22518,2.16214,23.36028,0.00473,0.0674,0,0.00079,0,1.35478,2.51971
Lachnospiraceae_bacterium_2_1_46FAA,0,0,0,0,0,0,0,0,0,0,0,0,0.31143,0,0,0,0,0,0,0,0.13908,0,0,0.10556,0,0,0,0,0,0,4.20863,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02109,0,0,0,0,0,0,0
Lachnospiraceae_bacterium_oral_taxon_096,0,0,0,0.17659,0,0,0,0,0.00046,0,0.00668,0.00175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01193,0,0,0.00062,0,0,0,0.01458,0.00832,0.00466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lachnospira_pectinoschiza,0,0,0.08796,0,0.59583,0,0.00171,0,0.10568,0.25404,0,0.19597,0,0,0,0.07237,0.68897,0,0,0,0,0,0,0,0,0.34403,0,0.02742,0,0,0.01757,0,0.05392,0.49818,0.36327,0,0,0,0,0,0,0.11371,0.02442,0,0,0,0.60546,0.16724,0,0.03533,0,0,0.62972,0,0.74769
Oribacterium_parvum,0.00518,0,0,0,0,0.00148,0,0,0.00217,0,0.02663,0.00235,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00091,0,0,0,0.00087,0.009,0,0,0,0,0.00018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Oribacterium_sinus,0,0,0,0,0,0,0,0.00504,0.00905,0,0.00576,0,0,0,0,0.00068,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01729,0.00535,0,0,0,0,0.0005,0,0,0,0,0,0,0,0,0,0,0.00145,0,0,0,0.00091,0,0,0,0
Oribacterium_sp_oral_taxon_078,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Roseburia_faecis,0,0.0921,1.32717,6.78884,1.37595,0.06908,0.06304,0,0.00774,1.15799,0,5.83885,0,2.05938,3.98315,3.40379,2.60894,0,0,1.49928,3.4287,4.93747,0.34035,0,0,0.00033,3.0507,0.12081,0.0032,1.31241,1.89551,0.45641,0.76852,6.23245,4.59863,0,0.00095,0.00406,0.24327,0.26009,0.2073,0.67436,7.98407,12.26537,0.13889,0,0.7274,10.66286,0,2.59317,0,2.79706,0,0.35701,0.53575
Roseburia_hominis,0.00392,0.14175,0.02643,0,0,0.02273,0.28694,0,0.00883,1.56432,0.0056,0,0,0,0.08158,0.0243,0.14422,0,0.04372,0.0396,0.28631,0.08603,0.44417,0,0.20465,0.10588,0.95535,0.07173,0.40018,1.72094,0.75107,0.01603,0.12221,0.04732,0.40362,0,0.22087,0.37536,0,0,0.04994,0.03004,0.01819,1.26008,0.02282,0,0.06395,0,0,0.06596,0.29535,0,4.3707,0.25354,0.25377
Roseburia_intestinalis,0.08798,0.259,0,2.94751,0,0,0.02873,0,0.00682,0,0,0.40319,0.00755,0,0,0,1.56866,0,0.05464,0.01876,1.86936,2.19941,0.03929,0.29961,0.00011,0,0.76917,0,0.04148,0.03898,0,0.29181,0.19006,8.60171,0.41598,0,0.00161,0.03374,4.16065,4.11532,0,0.00286,1.81503,0.00244,0,0.00342,0.0388,0.86658,0.0019,0.13193,0,0.59193,0.5073,0.02013,1.42452
Roseburia_inulinivorans,0.3261,0.60711,0.13201,0,0.52028,0,0.12794,0,0.48166,0.58924,0,1.12877,0,0.3787,4.35897,0.3383,7.34114,0,0.13396,0.04028,1.44326,8.53738,0.10086,0.66051,1.71161,1.72155,0,0.06468,0.45576,5.94818,1.64591,2.30208,3.3158,0.22477,1.0985,0,0.15043,0.00465,0.01952,0.02932,0,0.01139,0.67657,2.1265,0,0,5.01012,3.22767,0.00029,4.81322,3.33351,0.029,0.00014,0.80012,9.67787
Roseburia_sp_CAG_182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.75665,0,0,0,0,0,0,0,0,0,0,0
Roseburia_sp_CAG_303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02939,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Roseburia_sp_CAG_471,0,0.08917,0,0,0.00093,0.00027,0.11729,0,0,0.00069,0,0.12381,0,0.00184,0.00035,0,0.00047,0,0,0,0.00082,0.63525,0.71481,0,0.00048,0,0,0.00042,0.01365,0.00474,0.00032,0.00787,0.00127,0,0.96675,0,0.00216,0,0.10453,0.09355,0,0.00023,0.00051,0.00085,0.00074,0,0,0,0,0.36626,0,0,0.00055,0,0
Sellimonas_intestinalis,0,0.55229,0,0,0,0,0,0,0,0,0.02531,0,0,0,0,0,0,0,0,0,0.00242,0,0,0,0,0.0942,0.04365,0,0,0,0,0,0,0,0,0,0,0.00802,0,0,0.02802,0,0,0,0,0.29172,0,0,0,0,0.03823,0,0,1.11935,0
Stomatobaculum_longum,0,0,0,0.02808,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tyzzerella_nexilis,0.12672,0,0,0.05862,0,0,0,0,0,0,0.01518,0,0.2345,0,0,0,0,0,0,0,0,0,0,0.00051,0,0,0.01354,0,0,0,0,0,0,0,0,0,0,0.01834,0,0,0.23381,0.00086,0,0,0,0.03048,0,0,0,0,0,0.00559,0,0.00442,0
Oscillibacter_sp_57_20,0.06068,0,0.01661,0,0.02349,0,0,0,0,0.01621,0,0.09581,0,0.05029,0.08129,0.0094,0.09612,0,0,0,0,0.01822,0.04343,0,0.02857,0.00162,0,0,0.37621,0.0755,0,0,0.24293,0,0.97011,0,0.03395,0,0,0,0,0.035,0.07178,0.03783,0,0,0.08762,0,0,0.09838,0.04402,0,0.00369,0.09985,0
Oscillibacter_sp_CAG_241,0,0,0.00071,0,0.0049,0,0.00088,0,0,0,0,0,0,0,0,0.01576,0.01034,0,0,0,0.00037,0,0.00553,0,0,0,0,0,0.21691,0.18092,0,0.00059,0.00012,0,0.00453,0,0,0,0,0,0,0.30515,0.09028,0,0,0,0.00858,0,0,0.03106,0,0,0,0,0
Clostridioides_difficile,0,0,0,0,0,0,0,0.1839,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Intestinibacter_bartlettii,0.16876,0.01404,0,0.00125,0.0376,0,0.02316,0.02967,0,0,0.00677,0.50503,1.02751,0.00526,0,0.11752,0.0459,0.08413,0.1734,0,0.24111,0,0,0.04141,0,0.26819,0.10433,0,0.07551,0,0,0.00776,0.03671,0.00314,0.02547,0.11471,0.00881,0.64693,0,0,0.74313,0.07328,0.09876,0.02645,0,0,0,0.00127,0,0.90622,0,0.11443,0,0.02887,0
Paeniclostridium_sordellii,0,0,0,0,0,0,0,0,0,0,0.01011,0,0,0,0,0.03821,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Paraclostridium_bifermentans,0,0,0,0,0,0.09011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Peptostreptococcus_anaerobius,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0018,0,0,0,0,0,0.00409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.26854,0,0,0,0
Peptostreptococcus_stomatis,0.00332,0,0,0.00235,0,0.00371,0,0.00731,0.02602,0.01147,0.01039,0.00161,0.00601,0,0,0,0.0355,0,0,0.00506,0,0,0,0,0.00551,0.00236,0,0.00097,0,0,0.00191,0,0,0.0009,0,0,0,0.00979,0,0,0,0,0.0028,0,0,0,0,0.0007,0.00051,0.00122,0,0,0,0.01963,0
Romboutsia_hominis,0,0.01284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Romboutsia_ilealis,0.01784,0.07673,0.07451,0,0.00166,0,0.00821,0.0002,0.0342,0,0.01188,0.11056,0,0.00245,0,0.02588,0,0.00023,0.16494,0.00506,0.00377,0.00759,0.00307,0,0.00311,0.00565,0.01323,0,0.00404,0.00083,0,0.00428,0.00522,0.00424,0.00384,0.0312,0,0.01443,0.00548,0.00529,0,0.01556,0.00287,0.00221,0,0,0.01489,0.01436,0,0.01662,0.00055,0.00107,0,0,0.01689
Terrisporobacter_othiniensis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Agathobaculum_butyriciproducens,0.53392,1.29489,0.08998,1.28523,0.35271,1.17479,0.29595,0,0.30818,1.41159,0,1.28449,0,0.38394,0.46281,0.71001,2.69641,0.46325,6.31831,0.64679,1.5968,0.69584,0.23501,0.05861,1.34096,1.09551,0.84961,0.15278,0.71961,0.08238,0.13227,5.39957,1.05343,3.16071,0.27776,0.50171,0.81962,0,0.02769,0.03534,0.00537,0.01935,0.38729,0.342,0.1801,0.28161,1.29324,1.42509,0.0072,0.12442,0.46706,4.04736,0,0.22565,0.30821
Anaeromassilibacillus_sp_An250,0.01234,0,0,0,0,0,0.02164,0,0,0.00039,0,0,0,0.00083,0,0,0,0.00558,0,0,0.00076,0,0.04958,0.00805,0.0062,0,0.09207,0,0,0.1136,0,0,0,0,0.00087,0,0,0,0,0,0,0.04208,0,0,0,0,0,0,0,0.02838,0,0.08553,0.03052,0.12305,0
